,publishedAt,stock_queried,source_id,title,description,content,score
93,2024-04-05 18:06:05+08:00,Advanced Micro Devices,Biztoc.com,"What AMD, Intel, and Nvidia Stock Investors Should Know About Recent Semiconductor Updates","In today's video, I discuss recent updates impacting Advanced Micro Devices (NASDAQ: AMD) and other semiconductor companies. Check out the short video to learn more, consider subscribing, and click the special offer link below. *Stock prices used were the aft��","In today's video, I discuss recent updates impacting Advanced Micro Devices (NASDAQ: AMD) and other semiconductor companies. Check out the short video to learn more, consider subscribing, and click t�� [+284 chars]",3.5
94,2024-04-05 22:00:10+08:00,Advanced Micro Devices,Biztoc.com,AMD Stock: Key Insights for Investors - TipRanks.com,"Advanced Micro Devices (NASDAQ:AMD) stock dropped over 8% on April 4. While there was no company-specific news, the decline in AMD stock could be attributed to the broader market selloff. It��s important to highlight that AMD stock hit a 52-week high of $227.3��","Advanced Micro Devices (NASDAQ:AMD) stock dropped over 8% on April 4. While there was no company-specific news, the decline in AMD stock could be attributed to the broader market selloff.Its importan�� [+282 chars]",2.5
95,2024-04-05 22:04:05+08:00,Advanced Micro Devices,Biztoc.com,Why AMD Stock Is Down Over 20% From Its Peak,"In today's video, I discuss recent updates affecting Advanced Micro Devices (NASDAQ: AMD) and other semiconductor companies. Check out the short video to learn more, consider subscribing, and click the special offer link below. *Stock prices used were the aft��","In today's video, I discuss recent updates affecting Advanced Micro Devices (NASDAQ: AMD) and other semiconductor companies. Check out the short video to learn more, consider subscribing, and click t�� [+278 chars]",3.5
96,2024-04-05 22:14:07+08:00,Advanced Micro Devices,Biztoc.com,The 3 Best Semiconductors Stocks to Buy in April 2024,"Find out which semiconductor stocks are ready to continue higher in April Over the past year, the semiconductor sector has seen a major breakout led by companies like Nvidia (NASDAQ: ) and Advanced Micro Devices (NASDAQ: ). Semiconductors are used to power mo��","Find out which semiconductor stocks are ready to continue higher in AprilOver the past year, the semiconductor sector has seen a major breakout led by companies like Nvidia (NASDAQ: ) and Advanced Mi�� [+290 chars]",4.7
97,2024-04-05 23:34:44+08:00,Advanced Micro Devices,ETF Daily News,"Lewis Asset Management LLC Buys New Shares in Advanced Micro Devices, Inc. (NASDAQ:AMD)","Lewis Asset Management LLC bought a new stake in shares of Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) in the 4th quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The institutional investor bought 7,��","Lewis Asset Management LLC bought a new stake in shares of Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) in the 4th quarter, according to its most recent Form 13F filing with the Securities�� [+6520 chars]",4.7
98,2024-04-06 13:46:45+08:00,Advanced Micro Devices,ETF Daily News,Advanced Micro Devices�� (AMD) ��Positive�� Rating Reaffirmed at Susquehanna,"Advanced Micro Devices (NASDAQ:AMD �C Get Free Report)��s stock had its ��positive�� rating reaffirmed by equities researchers at Susquehanna in a research report issued on Thursday, Benzinga reports. They presently have a $200.00 price objective on the semicondu��","Advanced Micro Devices (NASDAQ:AMD �C Get Free Report)��s stock had its ��positive�� rating reaffirmed by equities researchers at Susquehanna in a research report issued on Thursday, Benzinga reports. Th�� [+6701 chars]",4.2
99,2024-04-08 19:32:05+08:00,Advanced Micro Devices,Biztoc.com,AMD Stock Could Be the Best Way to Play the AI Sector Right Now,"Here's why AMD remains a top chip stock investors shouldn't be sleeping on right now Still considered as an underdog in x86 CPUs and discrete GPUs, Advanced Micro Devices (NASDAQ:AMD) stock clearly shows it��s ready to compete in the AI chip sector with lower ��","Here's why AMD remains a top chip stock investors shouldn't be sleeping on right nowStill considered as an underdog in x86 CPUs and discrete GPUs, Advanced Micro Devices (NASDAQ:AMD) stock clearly sh�� [+278 chars]",4.2
100,2024-04-08 19:32:44+08:00,Advanced Micro Devices,ETF Daily News,"180 Wealth Advisors LLC Has $456,000 Stake in Advanced Micro Devices, Inc. (NASDAQ:AMD)","180 Wealth Advisors LLC decreased its stake in Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) by 28.0% during the 4th quarter, according to the company in its most recent filing with the Securities and Exchange Commission (SEC). The institutional inv��","180 Wealth Advisors LLC decreased its stake in Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) by 28.0% during the 4th quarter, according to the company in its most recent filing with the Sec�� [+6415 chars]",2.2
101,2024-04-08 20:58:49+08:00,Advanced Micro Devices,ETF Daily News,"Blue Bell Private Wealth Management LLC Buys 875 Shares of Advanced Micro Devices, Inc. (NASDAQ:AMD)","Blue Bell Private Wealth Management LLC increased its holdings in shares of Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) by 972.2% during the 4th quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC��","Blue Bell Private Wealth Management LLC increased its holdings in shares of Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) by 972.2% during the 4th quarter, according to its most recent Form�� [+6674 chars]",4.2
102,2024-04-08 21:32:44+08:00,Advanced Micro Devices,ETF Daily News,"Blue Bell Private Wealth Management LLC Purchases 875 Shares of Advanced Micro Devices, Inc. (NASDAQ:AMD)","Blue Bell Private Wealth Management LLC boosted its position in Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) by 972.2% during the fourth quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The fund��","Blue Bell Private Wealth Management LLC boosted its position in Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) by 972.2% during the fourth quarter, according to the company in its most recen�� [+6842 chars]",4.2
103,2024-04-09 18:42:07+08:00,Advanced Micro Devices,Biztoc.com,Missed Out on Nvidia? Could Advanced Micro Devices Be the Next-Best Option?,"In today's video, I discuss recent updates impacting Advanced Micro Devices (NASDAQ: AMD) and other semiconductor companies. Check out the short video to learn more, consider subscribing, and click the special offer link below. *Stock prices used were the aft��","In today's video, I discuss recent updates impacting Advanced Micro Devices (NASDAQ: AMD) and other semiconductor companies. Check out the short video to learn more, consider subscribing, and click t�� [+277 chars]",3.5
104,2024-04-09 18:54:12+08:00,Advanced Micro Devices,Biztoc.com,Warning! Don��t Get Weighed Down by AMD Stock��s Heavy Valuation,"It's almost blasphemous to express caution about AMD stock and that's why you should be cautious There are crowded trades, and then there are crowded trades. The sentiment surrounding Advanced Micro Devices (NASDAQ:AMD) has been ultra-bullish for a year and a��","It's almost blasphemous to express caution about AMD stock and that's why you should be cautiousThere are crowded trades, and then there are crowded trades. The sentiment surrounding Advanced Micro D�� [+299 chars]",2.5
105,2024-04-09 19:22:41+08:00,Advanced Micro Devices,ETF Daily News,"Meeder Asset Management Inc. Sells 47,395 Shares of Advanced Micro Devices, Inc. (NASDAQ:AMD)","Meeder Asset Management Inc. lowered its stake in shares of Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) by 95.0% during the 4th quarter, according to its most recent filing with the SEC. The firm owned 2,475 shares of the semiconductor manufacture��","Meeder Asset Management Inc. lowered its stake in shares of Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) by 95.0% during the 4th quarter, according to its most recent filing with the SEC. �� [+6295 chars]",2.2
106,2024-04-09 20:26:09+08:00,Advanced Micro Devices,Biztoc.com,Why Is BlackBerry Stock Rising Today?,"BlackBerry Limited BB shares are trading higher in the premarket session on Tuesday. The company announced a collaboration with Advanced Micro Devices, Inc. AMD, designed to revolutionize next-generation robotic systems by enabling new levels of low latency a��","BlackBerry Limited BB shares are trading higher in the premarket session on Tuesday.The company announced a collaboration with Advanced Micro Devices, Inc. AMD, designed to revolutionize next-generat�� [+300 chars]",4.7
107,2024-04-09 22:47:22+08:00,Advanced Micro Devices,Marketscreener.com,BlackBerry gains on partnership with AMD for robotics systems,"(marketscreener.com) BlackBerry shares
jumped more than 7% on Tuesday after the Canadian company teamed
up with Advanced Micro Devices to roll out a platform
that will enable better robotics capabilities for the industrial
and healthcare industries.
 The coll��","April 9 (Reuters) - BlackBerry shares
jumped more than 7% on Tuesday after the Canadian company teamed
up with Advanced Micro Devices to roll out a platform
that will enable better robotics capabi�� [+827 chars]",4.2
108,2024-04-09 22:51:37+08:00,Advanced Micro Devices,Yahoo Entertainment,BlackBerry gains on partnership with AMD for robotics systems,"The collaboration, announced at the Embedded World conference at Nuremberg, Germany, will use BlackBerry's ONX platform.  BlackBerry's U.S.-listed shares hit...",(Reuters) - BlackBerry shares jumped more than 7% on Tuesday after the Canadian company teamed up with Advanced Micro Devices to roll out a platform that will enable better robotics capabilities for �� [+804 chars],4.2
109,2024-04-09 22:51:37+08:00,Advanced Micro Devices,AOL,BlackBerry gains on partnership with AMD for robotics systems,"The collaboration, announced at the Embedded World conference at Nuremberg, Germany, will use BlackBerry's ONX platform. BlackBerry's U.S.-listed shares hit ...",(Reuters) - BlackBerry shares jumped more than 7% on Tuesday after the Canadian company teamed up with Advanced Micro Devices to roll out a platform that will enable better robotics capabilities for �� [+804 chars],4.2
110,2024-04-09 22:51:37+08:00,Advanced Micro Devices,CNA,BlackBerry gains on partnership with AMD for robotics systems,"BlackBerry shares jumped more than 7 per cent on Tuesday after the Canadian company teamed up with Advanced Micro Devices to roll out a platform that will enable better robotics capabilities for the industrial and healthcare industries.The collaboration, anno��",BlackBerry shares jumped more than 7 per cent on Tuesday after the Canadian company teamed up with Advanced Micro Devices to roll out a platform that will enable better robotics capabilities for the �� [+746 chars],4.5
111,2024-04-09 23:00:15+08:00,Advanced Micro Devices,Biztoc.com,BlackBerry gains on partnership with AMD for robotics systems,"BlackBerry shares jumped more than 7% on Tuesday after the Canadian company teamed up with Advanced Micro Devices to roll out a platform that will enable better robotics capabilities for the industrial and healthcare industries. The collaboration, announced a��",BlackBerry shares jumped more than 7% on Tuesday after the Canadian company teamed up with Advanced Micro Devices to roll out a platform that will enable better robotics capabilities for the industri�� [+287 chars],4.7
112,2024-04-09 23:50:06+08:00,Advanced Micro Devices,Biztoc.com,BlackBerry gains on partnership with AMD for robotics systems,"BlackBerry shares jumped more than 7% on Tuesday after the Canadian company teamed up with Advanced Micro Devices to roll out a platform that will enable better robotics capabilities for the industrial and healthcare industries. The collaboration, announced a��",BlackBerry shares jumped more than 7% on Tuesday after the Canadian company teamed up with Advanced Micro Devices to roll out a platform that will enable better robotics capabilities for the industri�� [+299 chars],4.7
113,2024-04-10 00:58:21+08:00,Advanced Micro Devices,Biztoc.com,BB Stock Alert: 5 Things to Know About the New AMD-BlackBerry Partnership,BB stock is up alongside the AMD deal BlackBerry (NYSE:BB) stock is rising higher on Tuesday after the tech company announced a new partnership with semiconductor company Advanced Micro Devices (NASDAQ:AMD). BlackBerry and AMD are teaming up on robotic system��,BB stock is up alongside the AMD dealBlackBerry (NYSE:BB) stock is rising higher on Tuesday after the tech company announced a new partnership with semiconductor company Advanced Micro Devices (NASDA�� [+309 chars],4.2
114,2024-04-10 01:30:14+08:00,Advanced Micro Devices,Yahoo Entertainment,What's Going On With AMD Stock On Tuesday?,"Advanced Micro Devices, Inc (NASDAQ:AMD) has unveiled its Versal adaptive SoC portfolio expansion with the Versal AI Edge Series Gen 2 and Versal Prime...","Advanced Micro Devices, Inc?(NASDAQ:AMD) has unveiled its Versal adaptive SoC portfolio expansion with the Versal AI Edge Series Gen 2 and?Versal Prime Series Gen 2.
These new devices aim to consoli�� [+2510 chars]",4.7
115,2024-04-10 02:24:04+08:00,Advanced Micro Devices,Biztoc.com,What's Going On With AMD Stock On Tuesday?,"Advanced Micro Devices, Inc (NASDAQ:AMD) has unveiled its Versal adaptive SoC portfolio expansion with the Versal AI Edge Series Gen 2 and Versal Prime Series Gen 2. These new devices aim to consolidate preprocessing, AI inference, and postprocessing into a s��","Advanced Micro Devices, Inc (NASDAQ:AMD) has unveiled its Versal adaptive SoC portfolio expansion with the Versal AI Edge Series Gen 2 and Versal Prime Series Gen 2.These new devices aim to consolida�� [+293 chars]",4.7
116,2024-04-10 19:02:50+08:00,Advanced Micro Devices,ETF Daily News,"Valley National Advisers Inc. Boosts Position in Advanced Micro Devices, Inc. (NASDAQ:AMD)","Valley National Advisers Inc. increased its position in Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) by 19.3% in the fourth quarter, according to its most recent disclosure with the Securities and Exchange Commission. The firm owned 1,143 shares of��","Valley National Advisers Inc. increased its position in Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) by 19.3% in the fourth quarter, according to its most recent disclosure with the Securi�� [+6134 chars]",4.7
117,2024-04-11 00:00:46+08:00,Advanced Micro Devices,ETF Daily News,"Confluence Wealth Services Inc. Makes New Investment in Advanced Micro Devices, Inc. (NASDAQ:AMD)","Confluence Wealth Services Inc. bought a new stake in Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) during the fourth quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The institutional investor��","Confluence Wealth Services Inc. bought a new stake in Advanced Micro Devices, Inc. (NASDAQ:AMD �C Free Report) during the fourth quarter, according to the company in its most recent filing with the Se�� [+6749 chars]",4.2
118,2024-04-11 07:15:22+08:00,Advanced Micro Devices,SiliconANGLE News,AMD responds to evolving processor needs as CPU and GPU-powered AI use cases grow,Chipmakers such as Advanced Micro Devices Inc. are moving rapidly to supply processors for the edge computing market. The company announced two new chip lineups this week designed to power edge computing devices such as subsystems in smart automobiles. The la��,"Chipmakers such as Advanced Micro Devices Inc. are moving rapidly to supply processors for the edge computing market.
The company announced two new chip lineups this week designed to power edge comp�� [+3892 chars]",4.7
119,2024-04-04 10:40:44+08:00,Apple,CNET,Apple's Rumored AI Robots: Explained video - CNET,Apple is reportedly working on a home robot.,,"{
    ""Sentiment"": 3.7
}"
120,2024-04-04 20:30:00+08:00,Apple,Gizmodo.com,"Goodbye Apple Car, Hello Apple Home Robots","Fresh off dumping its electric vehicles project, Apple appears to be pivoting to something fairly different: household robots. Engineers at the iPhone company have been working on some sort of ��personal robotics�� device that can cohabitate with you and follow��","Fresh off dumping its electric vehicles project, Apple appears to be pivoting to something fairly different: household robots. Engineers at the iPhone company have been working on some sort of person�� [+1667 chars]",3.8
121,2024-04-04 23:03:31+08:00,Apple,MacRumors,Apple Suppliers Say New iPads Have Been 'Repeatedly Postponed',"It has been nearly 18 months since Apple last updated its iPad lineup, and customers are anxiously waiting for new models to be announced. For months, there have been rumors about new iPad Pro and iPad Air models, but the estimated timeframe for their release��","It has been nearly 18 months since Apple last updated its iPad lineup, and customers are anxiously waiting for new models to be announced. For months, there have been rumors about new iPad Pro and iP�� [+1660 chars]",2.7
122,2024-04-05 01:07:45+08:00,Apple,MacRumors,Apple Releases First Public Beta of iOS 17.5,"Apple today seeded the first betas of upcoming iOS 17.5 and iPadOS 17.5 updates to public beta testers, allowing non-developers to test the software ahead of its release. The public iOS 17.5 and iPadOS 17.5 betas come two days after Apple released the betas f��","Apple today seeded the first betas of upcoming iOS 17.5 and iPadOS 17.5 updates to public beta testers, allowing non-developers to test the software ahead of its release. The public iOS 17.5 and iPad�� [+1146 chars]",4.7
123,2024-04-05 01:15:31+08:00,Apple,MacRumors,Apple Seeds First Public Beta of macOS 14.5,"Apple today seeded the first beta of an upcoming macOS Sonoma 14.5 update to public beta testers, allowing non-developers to test the software ahead of its launch. The public beta comes a day after Apple released the developer beta. 





Beta testers can opt��","Apple today seeded the first beta of an upcoming macOS Sonoma 14.5 update to public beta testers, allowing non-developers to test the software ahead of its launch. The public beta comes a day after A�� [+482 chars]",3.8
124,2024-04-05 01:58:42+08:00,Apple,MacRumors,Google to Launch Android Find My Network After Apple Adds Third-Party Tracker Alerts to iPhone,"Google today began letting Android customers know that it will soon launch a promised Android-based Find My Device network, reports 9to5Google. Google announced the upcoming ?Find My? feature last year, but it has not yet debuted because Apple and Google were��","Google today began letting Android customers know that it will soon launch a promised Android-based Find My Device network, reports 9to5Google. Google announced the upcoming ?Find My? feature last ye�� [+1892 chars]",4.2
125,2024-04-05 04:02:34+08:00,Apple,MacRumors,Review: Satechi's USB-C Dual Dock Stand Adds an Array of Ports and Even Room for Extra Storage to Your MacBook,"Popular accessory company Satechi offers a wide variety of docks and hubs compatible with Apple's Mac lineup, and I've recently spent some time testing out the company's $150 USB-C Dual Dock Stand that adds a significant amount of connectivity to your Mac whi��","Popular accessory company Satechi offers a wide variety of docks and hubs compatible with Apple's Mac lineup, and I've recently spent some time testing out the company's $150 USB-C Dual Dock Stand th�� [+8621 chars]",3.8
126,2024-04-05 04:46:00+08:00,Apple,Gizmodo.com,How to Turn Off Suggestions on Apple's Journal App,"iOS 17.2 brought with it the Apple Journal app, created to help balance out the unstructured, too-free-flowing nature of the Notes app. Apple Journal is for secret thoughts and feelings and taking notes about specific times in life. Those posts can all have i��","iOS 17.2 brought with it the Apple Journal app, created to help balance out the unstructured, too-free-flowing nature of the Notes app. Apple Journal is for secret thoughts and feelings and taking no�� [+1987 chars]",4.2
127,2024-04-05 04:56:54+08:00,Apple,MacRumors,Apple Sending Emails to Developers Invited to WWDC 2024 Apple Park Special Event,"On Monday, June 10, Apple plans to hold a keynote viewing party for select students and developers, allowing them to watch the pre-recorded unveiling of new software updates. Apple accepted applications for the event until yesterday, and now emails are going ��","On Monday, June 10, Apple plans to hold a keynote viewing party for select students and developers, allowing them to watch the pre-recorded unveiling of new software updates. Apple accepted applicati�� [+1716 chars]",3.8
128,2024-04-05 05:32:16+08:00,Apple,MacRumors,Apple to Report Earnings on May 2 Following Vision Pro Launch,"Apple today announced that its next quarterly earnings conference call will be held on Thursday, May 2 at 2 p.m. Pacific Time.





On the call, which will be streamed live on Apple's investor website, Apple's CEO Tim Cook and CFO Luca Maestri will discuss th��","Apple today announced that its next quarterly earnings conference call will be held on Thursday, May 2 at 2 p.m. Pacific Time.
On the call, which will be streamed live on Apple's investor website, A�� [+640 chars]",3.5
129,2024-04-05 06:37:56+08:00,Apple,MacRumors,"Apple Arcade Gains Puyo Puyo Puzzle Pop, Super Monsters Ate My Condo and More","Apple today updated its Apple Arcade gaming service to add a selection of new games to play. The main new addition is Puyo Puyo Puzzle Pop, a game in Sega's popular Puyo Puyo series.





In Puyo Puyo Puzzle Pop, players match up Puyos of the same color to cl��","Apple today updated its Apple Arcade gaming service to add a selection of new games to play. The main new addition is Puyo Puyo Puzzle Pop, a game in Sega's popular Puyo Puyo series.
In Puyo Puyo Pu�� [+1177 chars]",4.2
130,2024-04-05 08:02:47+08:00,Apple,MacRumors,Apple Lays Off 600+ Employees After Canceling Car Project,"Apple this week filed a required notice with the state of California, confirming plans to permanently lay off more than 600 employees. Under California law, employers must give employees and state representatives a 60-day notice before a mass layoff event.


��","Apple this week filed a required notice with the state of California, confirming plans to permanently lay off more than 600 employees. Under California law, employers must give employees and state re�� [+1125 chars]",2.2
131,2024-04-05 18:45:19+08:00,Apple,MacRumors,Two More New iPads Spotted in Regulatory Database,"Yesterday, two unreleased Apple devices were discovered in Indian regulatory filings. A further two models have now been spotted ahead of the expected announcement of new iPad models next month. 





The second wave of listings, spotted by MySmartPrice, appe��","Yesterday, two unreleased Apple devices were discovered in Indian regulatory filings. A further two models have now been spotted ahead of the expected announcement of new iPad models next month. 
Th�� [+741 chars]",4.2
132,2024-04-05 19:30:00+08:00,Apple,Gizmodo.com,Apple MacBook Pro 14 Versus Dell XPS 14: Who Wins on Comfort and Creativity?,"Today��s competition could not be more divergent in the battle of the everything laptop. On one hand, we have Apple and its M3 MacBook Pro, a design that has remained the same for the past several years. The company is hinging its hopes on a simple design that��","Todays competition could not be more divergent in the battle of the everything laptop. On one hand, we have Apple and its M3 MacBook Pro, a design that has remained the same for the past several year�� [+13055 chars]",3.8
133,2024-04-05 19:49:28+08:00,Apple,Business Insider,Wall Street seems worried about Apple �� and divided over its stock,"Some analysts think Apple is falling behind its peers, while others see the iPhone maker as an exceptional company navigating some headwinds.","Apple CEO Tim Cook.AP Photo/Richard Drew
<ul><li>Apple is cutting more than 600 staff after reportedly shelving two projects.</li><li>The iPhone maker risks losing focus and falling behind its rival�� [+3411 chars]",2.5
134,2024-04-05 20:16:46+08:00,Apple,CNET,Official Apple Watch Leather Link Band Is Just $40 at Woot While Supplies Last - CNET,The Apple Leather Link is a classy yet versatile Apple Watch band and now you can put one on your wrist while saving $59.,"Whether you're rocking the latest Apple Watch Series 9 or one of the older models, watch bands don't come much cooler than the Apple Leather Link. It's versatile enough for any occasion and the soft �� [+1253 chars]",3.8
135,2024-04-05 21:00:00+08:00,Apple,The Verge,How to redo the Apple Vision Pro��s hand and eye tracking,"If you feel like the Apple Vision Pro��s hand and eye tracking isn��t working as well as it used to, redoing it can help make navigating menus enjoyable again.","Every once in a while, you��ll need to redo your hand and eye setup. | Samar Haddad for The Verge

 

 Unlike other headsets, you don��t control Apple��s Vision Pro headset with any sort of input devic�� [+3388 chars]",2.5
136,2024-04-05 22:50:18+08:00,Apple,MacRumors,Best Apple Deals of the Week: AirPods 2 Hit $89 Low Price Alongside Steep Discounts on OWC's Popular Thunderbolt Docks,"This week's best deals include the year's best price so far on AirPods 2 and iPad Air, as well as ongoing discounts on OWC's wide collection of Thunderbolt docks. Additionally, you'll find up to $125 off the new M3 MacBook Air at Amazon.



Note: MacRumors is��","This week's best deals include the year's best price so far on AirPods 2 and iPad Air, as well as ongoing discounts on OWC's wide collection of Thunderbolt docks. Additionally, you'll find up to $125�� [+2273 chars]",4.7
137,2024-04-05 22:55:41+08:00,Apple,MacRumors,"Tim Cook Sells Nearly 200,000 Apple Shares","Apple's CEO Tim Cook this week sold 196,410 shares of the company's stock, which had a total value of approximately $33.2 million based on the average sale price of the transactions, according to a U.S. Securities and Exchange Commission filing. After taxes, ��","Apple's CEO Tim Cook this week sold 196,410 shares of the company's stock, which had a total value of approximately $33.2 million based on the average sale price of the transactions, according to a U�� [+588 chars]",2.5
138,2024-04-05 23:38:08+08:00,Apple,Business Insider,"Apple focusing on home robots over AI would be a 'horror show' for the company, Wedbush's Dan Ives says","""If they went after robots, that would be a black eye moment for Apple,"" Wedbush analyst Dan Ives said.","Apple CEO Tim CookYves Herman/Reuters
<ul>
<li>Apple's recently announced initiative to develop home robots could be a setback for the company, Wedbush's Dan Ives said.</li>
<li>He says leaning into�� [+2435 chars]",2.5
139,2024-04-05 23:53:15+08:00,Apple,MacRumors,Apple Welcomes Developers to New YouTube Channel for WWDC Videos,"Apple this week shared an introductory video for its new Apple Developer channel on YouTube, where developers will be able to watch WWDC 2024 sessions in June.






""The Apple Developer channel is where coders, students, and creatives of all kinds stay up t��","Apple this week shared an introductory video for its new Apple Developer channel on YouTube, where developers will be able to watch WWDC 2024 sessions in June.
""The Apple Developer channel is where �� [+573 chars]",4.2
140,2024-04-06 00:03:14+08:00,Apple,Business Insider,Tesla is trying to get an Apple engineer to testify in its defense at its fatal Autopilot crash trial,Tesla plans to call an Apple engineer as a witness to prove that Walter Huang was playing video games on his phone before his fatal accident.,"Tesla is facing a lawsuit over its Autopilot tech. JOHN THYS / Getty
<ul><li>Tesla is being sued by the family of an Apple engineer who died in 2018 after his Model X crashed.</li><li>The family acc�� [+3757 chars]",2.5
141,2024-04-06 00:10:00+08:00,Apple,Gizmodo.com,Apple Laid Off 600 People in Pivot Away From Cars and Watch Displays: Report,"Apple decided to stop building cars and smartwatch displays in-house so it laid off 600 employees, according to a report from Bloomberg Thursday. The layoffs, which occurred in Feb. and March, affected 87 employees working at a secret Apple facility working o��","Apple decided to stop building cars and smartwatch displays in-house so it laid off 600 employees, according to a report from Bloomberg Thursday. The layoffs, which occurred in Feb. and March, affect�� [+2103 chars]",2.5
142,2024-04-06 03:56:08+08:00,Apple,MacRumors,"Apple Updates App Store Guidelines to Permit Game Emulators, Website Links in EU Music Apps",Apple today updated its App Store guidelines to comply with an anti-steering mandate levied by the European Commission. Music streaming apps like Spotify are now permitted to include a link or buy button that leads to a website with information about alternat��,Apple today updated its App Store guidelines to comply with an anti-steering mandate levied by the European Commission. Music streaming apps like Spotify are now permitted to include a link or buy bu�� [+2929 chars],4.2
143,2024-04-06 04:05:00+08:00,Apple,Slashdot.org,"Android's AirTag Competitor Gears Up For Launch, Thanks To iOS Release","An anonymous reader quotes a report from Ars Technica: Will Google ever launch its ""Find My"" network? The Android ecosystem was supposed to have its own version of Apple's AirTags by now. Google has had a crowd-sourced device-tracking network sitting dormant ��","Will Google ever launch its ""Find My"" network? The Android ecosystem was supposed to have its own version of Apple's AirTags by now. Google has had a crowd-sourced device-tracking network sitting dor�� [+2451 chars]",2.7
144,2024-04-06 04:28:51+08:00,Apple,Android Central,Google Wallet supports Apple Wallet pass for more users but apps are struggling,Google Wallet started rolling out support for Apple Wallet pass but there are some notable problems.,"What you need to know
<ul><li>Google Wallet is now rolling out its support for Apple Wallet passes to more users following its limited availability in March.</li><li>Its functionality is not working�� [+2582 chars]",4.2
145,2024-04-06 05:00:00+08:00,Apple,Gizmodo.com,Roku��s New Idea to Show You Ads When You Pause Your Video Game Is Horrifying,"As a company that wants to make money, Roku wants you to watch as many ads as possible. That��s not currently possible when you exit Roku��s streaming player and do something like play a game on the Nintendo Switch or watch a show on your Apple TV. But if the c��","As a company that wants to make money, Roku wants you to watch as many ads as possible. Thats not currently possible when you exit Rokus streaming player and do something like play a game on the Nint�� [+2685 chars]",1.8
146,2024-04-06 05:01:12+08:00,Apple,MacRumors,Batterygate: iPhone Users in Canada Can Now Submit Claims for Payout,"Apple agreed to pay up to $14.4 million (CAD) to settle a class action lawsuit in Canada that alleged the company secretly throttled the performance of some iPhone models (""batterygate""), and eligible customers can now submit a claim for payment.





Apple's��","Apple agreed to pay up to $14.4 million (CAD) to settle a class action lawsuit in Canada that alleged the company secretly throttled the performance of some iPhone models (""batterygate""), and eligibl�� [+2033 chars]",2.5
147,2024-04-06 06:14:48+08:00,Apple,Ars Technica,Apple now allows retro game emulators on its App Store��but with big caveats,It's probably not the Wild West of game emulation you're hoping for. Here's why.,"Enlarge/ The classic Sega Genesis game Sonic the Hedgehog running on an iPhonein this case, as a standalone app.
5
When Apple posted its latest update to the App Store's app review and submission p�� [+3926 chars]",4.7
148,2024-04-06 07:34:17+08:00,Apple,MacRumors,Apple's Work on Robots: What We Know So Far,"With the Apple Car canceled, Apple is exploring new markets where it might be able to find new revenue streams, and personal robotics is apparently one area the company is investigating.





This guide highlights everything we know about Apple's interest in ��","With the Apple Car canceled, Apple is exploring new markets where it might be able to find new revenue streams, and personal robotics is apparently one area the company is investigating.
This guide �� [+3936 chars]",4.7
149,2024-04-07 00:08:16+08:00,Apple,MacRumors,"Best Buy's Weekend Sale Has Best-Ever Prices on MacBook Air, MacBook Pro, TVs, and More","This weekend, Best Buy has a sale on MacBooks, including the previous generation 15-inch MacBook Air and the M3 MacBook Pro. As usual, Best Buy's sale covers far more than just Apple products, and you'll also find solid discounts on TVs, video games, and more��","This weekend, Best Buy has a sale on MacBooks, including the previous generation 15-inch MacBook Air and the M3 MacBook Pro. As usual, Best Buy's sale covers far more than just Apple products, and yo�� [+2670 chars]",3.8
150,2024-04-07 19:34:00+08:00,Apple,Slashdot.org,Retro Computing Enthusiast Tries Running Turbo Pascal On a 40-Year-Old Apple II Clone,"Four months ago long-time Slashdot reader Shayde tried restoring a 1986 DEC PDP-11 minicomputer. 

But now he's gone even further back in time. Shayde writes:

In 1984, Apple II's were at the top of their game in the 8 bit market. A company in New Jersey deci��","Four months ago long-time Slashdot reader Shayde tried restoring a 1986 DEC PDP-11 minicomputer.But now he's gone even further back in time. Shayde writes:
In 1984, Apple II's were at the top of the�� [+564 chars]",1.5
